"region_code"	"adjust"
371200	2
371300	2
371400	1.78293337070654
371500	1.69068198552468
371600	1.54674868318179
371700	1.86599840470247
410100	0.663831016756031
410200	1.41168163839126
410300	0.942445940772208
410400	1.4600732516223
410500	1.34736835908452
410600	0.5
410700	1.45526723599464
410800	1.39934176521884
410900	1.7119531690092
411000	0.83648567447853
411100	0.811392147468594
411200	1.6733157347296
411300	1.48900509938332
411400	1.77580994066305
411500	1.48154342126419
411600	1.79790203796254
411700	1.64355210525769
419000	2
420000	0.5
420100	0.5
420200	1.47357516066514
420300	1.51525231608899
420500	1.22763964573496
420600	1.2635898428244
420700	0.923146387943596
420800	0.929421692459496
420900	1.16700222170538
421000	1.10990686832747
421100	1.52703707432168
421200	1.34671666814905
421300	1.28635928135065
422800	1.17883115920668
429000	1.15711073827066
430100	0.5
430200	1.51079187739427
430300	1.19773222873496
430400	1.25187376835658
430500	1.61447529105435
430600	1.46294391762347
430700	1.14915298072467
430800	1.63264076880927
430900	1.62763921548206
431000	1.49524037842023
431100	1.94775962114512
431200	1.77405215687912
431300	1.84347789934513
433100	2
440100	1.24377234658421
440200	0.742602071872933
440300	1.35539576706457
440400	0.5
440500	0.762987100190626
440600	1.12655205010241
440700	0.5
440800	1.19956910486041
440900	1.02690700165124
441200	1.09711961267444
441300	0.969688072241622
441400	0.845018587748509
441500	0.877820776824456
441600	0.900245508827999
441700	0.762567893409228
441800	0.868790726561446
441900	1.06183169933843
442000	1.00769740536322
445100	0.807646642058575
445200	0.736946361689538
445300	0.974635743764344
450000	0.5
450100	0.5
450200	1.34360375465511
450300	1.45605508632595
450400	1.42528590360227
450500	1.29601132306713
450600	1.55598606529578
450700	1.44027126617214
450800	1.59036255694427
450900	1.5455091557589
451000	1.57273773885959
451100	1.29325215200422
451200	1.82990036895079
451300	1.531518644251
451400	1.48222244345327
460000	2
460100	2
460200	0.5
469000	0.5
5e+05	0.896413062488624
510100	1.21710167153727
510300	1.11169467551054
510400	1.05944507570175
510500	1.35376256936014
510600	1.13409013474355
510700	1.40485172262185
510800	1.53132655632559
510900	1.46294627185686
511000	1.34322521071194
511100	1.09715980345411
511300	1.6307102214823
511400	1.34611112732718
511500	1.28357521508571
511600	1.57018139022104
511700	1.36254240380878
511800	1.3503964223233
511900	2
512000	0.965010212280824
513200	1.39720249506786
513300	0.5
513400	1.57854474738073
520100	0.5
520200	1.42008000309557
520300	1.36405495778554
520400	1.38614794569088
520500	1.22033285237301
520600	1.72231950176413
522300	1.77105304278696
522600	1.79418626057117
522700	1.60801395368064
530100	0.5
530300	1.75653924633398
530400	0.5
530500	1.42631543280214
530600	1.81077531831444
530700	1.39385991011843
530800	1.69769037002224
530900	1.6846037596677
532300	1.67075058898394
532500	0.955035238330564
532600	1.2795667097494
532800	1.55568876800125
532900	1.67983124042091
533100	1.49129993264509
533300	2
533400	1.36938805852415
540100	0.5
540200	0.5
542400	2
610100	1.27840358123154
610200	1.781404398318
610300	1.64438744132983
610400	1.94019537506167
610500	1.81785587573841
610600	2
610700	1.44170598638774
610800	2
610900	1.68743437668277
611000	2
620100	1.17214611309871
620200	1.55629964409911
620300	0.858056367889559
620400	2
620500	2
620600	1.50608222180475
620700	1.54926999745073
620800	1.87492200819072
620900	1.21996253856927
621000	1.73443512846661
621100	2
621200	1.35508878254725
622900	1.87152847175895
623000	1.21262225609583
630100	1.20060051474025
630200	1.09636144539019
632200	1.43087251197842
632300	2
632500	1.98470855019499
632600	2
632700	1.34901051032448
632800	1.10693169140063
640100	1.08095921417121
640200	1.75155969793255
640300	2
640400	1.81715288087727
640500	2
650000	2
650100	1.48452652301863
650200	1.15648638613946
650400	1.08917533416222
650500	0.965661511730917
652300	1.50905899724573
652700	1.79696458070506
652800	1.36978135466371
652900	1.48549265221914
653000	0.628366047889113
653100	1.21049733944783
653200	1.50252958379525
654000	0.667383525938117
654200	1.77902434861132
654300	0.861092256492362
659000	0.558245669003547
110000	2
